sample_id,original_filename,class_name,label,split,relative_reference
TRAIN_02963,پل_جویی۱_01.jpg,Has Arch,1,train,has_arch/پل_جویی۱_01.jpg
TRAIN_02964,"Chahar-Bagh_School3,_16th_Cent,_Esfahan_-_03-30-2013.jpg",No Arch,0,train,"no_arch/Chahar-Bagh_School3,_16th_Cent,_Esfahan_-_03-30-2013.jpg"
TRAIN_02965,پایه_ستونهای_رباط_شرف.jpg,Has Arch,1,train,has_arch/پایه_ستونهای_رباط_شرف.jpg
TRAIN_02966,Jamee_mosque_01.jpg,Has Arch,1,train,has_arch/Jamee_mosque_01.jpg
TRAIN_02967,"Tekyeh_Amir_Chakhmagh,_Yazd,_Iran_(تکیه_امیرچخماق)_-_panoramio_(2).jpg",Has Arch,1,train,"has_arch/Tekyeh_Amir_Chakhmagh,_Yazd,_Iran_(تکیه_امیرچخماق)_-_panoramio_(2).jpg"
TRAIN_02968,"گنبد_امامزاده_قاسم_,_ازنا.jpg",No Arch,0,train,"no_arch/گنبد_امامزاده_قاسم_,_ازنا.jpg"
TRAIN_02969,Sarsang_Reservoir_of_Sabzevar.jpg,Has Arch,1,train,has_arch/Sarsang_Reservoir_of_Sabzevar.jpg
TRAIN_02970,Fakhr_al-Dawla_mosque_4.jpg,No Arch,0,train,no_arch/Fakhr_al-Dawla_mosque_4.jpg
TRAIN_02971,گنبد_زنگولۀ_دامغان.jpg,Has Arch,1,train,has_arch/گنبد_زنگولۀ_دامغان.jpg
TRAIN_02972,1-semnan0012A.jpg,Has Arch,1,train,has_arch/1-semnan0012A.jpg
TRAIN_02973,سردر_اصلی.jpg,No Arch,0,train,no_arch/سردر_اصلی.jpg
TRAIN_02974,Varamin_Grand_Mosque_-_Mihrab.jpg,No Arch,0,train,no_arch/Varamin_Grand_Mosque_-_Mihrab.jpg
TRAIN_02975,یاقوت.jpg,No Arch,0,train,no_arch/یاقوت.jpg
TRAIN_02976,Masjed_jame_yazd_(79).jpg,Has Arch,1,train,has_arch/Masjed_jame_yazd_(79).jpg
TRAIN_02977,"Caravanserai_Zein-o-din,_Yazd,_Iran_(1258979134).jpg",Has Arch,1,train,"has_arch/Caravanserai_Zein-o-din,_Yazd,_Iran_(1258979134).jpg"
TRAIN_02978,Imamzadeh_Abdullah_Shushtar_Darafsh_(51).jpg,No Arch,0,train,no_arch/Imamzadeh_Abdullah_Shushtar_Darafsh_(51).jpg
TRAIN_02979,بازار_قیصریه_لار.jpg,Has Arch,1,train,has_arch/بازار_قیصریه_لار.jpg
TRAIN_02980,"National_Garden,_Tehran_17.jpg",No Arch,0,train,"no_arch/National_Garden,_Tehran_17.jpg"
TRAIN_02981,Khajeh_Nazar_Carvansary_04.jpg,Has Arch,1,train,has_arch/Khajeh_Nazar_Carvansary_04.jpg
TRAIN_02982,Gon_bad_alavian.jpg,No Arch,0,train,no_arch/Gon_bad_alavian.jpg
TRAIN_02983,تخت_فولاد89.jpg,No Arch,0,train,no_arch/تخت_فولاد89.jpg
TRAIN_02984,Aliabad_Tower2022-05-22_15.jpg,Has Arch,1,train,has_arch/Aliabad_Tower2022-05-22_15.jpg
TRAIN_02985,Entrance_of_Bayazid_Shrine.jpg,Has Arch,1,train,has_arch/Entrance_of_Bayazid_Shrine.jpg
TRAIN_02986,بازار_تهران_III.jpg,Has Arch,1,train,has_arch/بازار_تهران_III.jpg
TRAIN_02987,Aghabozorg_mosque_kashan_iran_29032010856.jpg,Has Arch,1,train,has_arch/Aghabozorg_mosque_kashan_iran_29032010856.jpg
TRAIN_02988,قلعه_گنجعلیخان_13.jpg,No Arch,0,train,no_arch/قلعه_گنجعلیخان_13.jpg
TRAIN_02989,950490_9f83a559-1aac-4adf-a935-c5360a3f2253.jpg,Has Arch,1,train,has_arch/950490_9f83a559-1aac-4adf-a935-c5360a3f2253.jpg
TRAIN_02990,City-Theater-of-Qazvin-CAOI--6-30209.jpg,No Arch,0,train,no_arch/City-Theater-of-Qazvin-CAOI--6-30209.jpg
TRAIN_02991,Yazd2024-03-19_3.jpg,No Arch,0,train,no_arch/Yazd2024-03-19_3.jpg
TRAIN_02992,Sharife_aliabadi_14.jpg,No Arch,0,train,no_arch/Sharife_aliabadi_14.jpg
TRAIN_02993,قلعه_کرشاهی_کاشان1.jpg,No Arch,0,train,no_arch/قلعه_کرشاهی_کاشان1.jpg
TRAIN_02994,Danesh_House2021-04-04_7_(cropped).jpg,No Arch,0,train,no_arch/Danesh_House2021-04-04_7_(cropped).jpg
TRAIN_02995,Chahar_Padeshah_1.jpg,Has Arch,1,train,has_arch/Chahar_Padeshah_1.jpg
TRAIN_02996,Beautiful_architecture_tabriz_bazaar_-_Business.jpg,Has Arch,1,train,has_arch/Beautiful_architecture_tabriz_bazaar_-_Business.jpg
TRAIN_02997,"Alexander's_Prison,_Yazd_-_Windtower.jpg",No Arch,0,train,"no_arch/Alexander's_Prison,_Yazd_-_Windtower.jpg"
TRAIN_02998,تخت_فولاد90.jpg,No Arch,0,train,no_arch/تخت_فولاد90.jpg
TRAIN_02999,بازار_تهران_XXVIII.jpg,No Arch,0,train,no_arch/بازار_تهران_XXVIII.jpg
TRAIN_03000,Shah_Abbasi_Caravanserai_of_Karaj_13.jpg,No Arch,0,train,no_arch/Shah_Abbasi_Caravanserai_of_Karaj_13.jpg
TRAIN_03001,"Al-Nabi_Mosque,_Qazvin_13960125_01.jpg",Has Arch,1,train,"has_arch/Al-Nabi_Mosque,_Qazvin_13960125_01.jpg"
TRAIN_03002,Qaem_Bridge2024-11-07_7.jpg,Has Arch,1,train,has_arch/Qaem_Bridge2024-11-07_7.jpg
TRAIN_03003,6491.Gonbad-eToghrol_(1380811492).jpg,Has Arch,1,train,has_arch/6491.Gonbad-eToghrol_(1380811492).jpg
TRAIN_03004,Antoin-Sevruguin-Blick-auf-das-Eingangsportal-des-Schreins-von-Fatima-Masuma-(gest.-817)-in-Qum-Museum-Rietberg-2023.00010.47.jpg,Has Arch,1,train,has_arch/Antoin-Sevruguin-Blick-auf-das-Eingangsportal-des-Schreins-von-Fatima-Masuma-(gest.-817)-in-Qum-Museum-Rietberg-2023.00010.47.jpg
TRAIN_03005,Bazaar_of_Tabriz055.jpg,No Arch,0,train,no_arch/Bazaar_of_Tabriz055.jpg
TRAIN_03006,Soltaniyeh_dome_by_Mardetanha_6542.jpg,Has Arch,1,train,has_arch/Soltaniyeh_dome_by_Mardetanha_6542.jpg
TRAIN_03007,Haroun-alrashid-prison.jpg,No Arch,0,train,no_arch/Haroun-alrashid-prison.jpg
TRAIN_03008,Bazaro_en_Tabrizo_(Irano)_001.jpg,Has Arch,1,train,has_arch/Bazaro_en_Tabrizo_(Irano)_001.jpg
TRAIN_03009,Abbasi_House20180627_161257.jpg,Has Arch,1,train,has_arch/Abbasi_House20180627_161257.jpg
TRAIN_03010,"Borujerdi_House,_Kashan,_Iran2.jpg",Has Arch,1,train,"has_arch/Borujerdi_House,_Kashan,_Iran2.jpg"
TRAIN_03011,18-10-05-21-59-05-224_deco.jpg,Has Arch,1,train,has_arch/18-10-05-21-59-05-224_deco.jpg
TRAIN_03012,40soton.jpg,Has Arch,1,train,has_arch/40soton.jpg
TRAIN_03013,Natanz_Masid_Jama_(night).jpg,No Arch,0,train,no_arch/Natanz_Masid_Jama_(night).jpg
TRAIN_03014,Entezami_House_2353.jpg,No Arch,0,train,no_arch/Entezami_House_2353.jpg
TRAIN_03015,Caravanserai-of-Shah-Abbas-6.jpg,Has Arch,1,train,has_arch/Caravanserai-of-Shah-Abbas-6.jpg
TRAIN_03016,1962_Isphahan_(2467717929).jpg,Has Arch,1,train,has_arch/1962_Isphahan_(2467717929).jpg
TRAIN_03017,مدرسه_گنجعلیخان_کاروان_سرای_گنجعلی_(2).jpg,Has Arch,1,train,has_arch/مدرسه_گنجعلیخان_کاروان_سرای_گنجعلی_(2).jpg
TRAIN_03018,Mojtahedi_House_-Anbar_e_Amuzesh_Parvaresh_-_Nishapur_4.jpg,No Arch,0,train,no_arch/Mojtahedi_House_-Anbar_e_Amuzesh_Parvaresh_-_Nishapur_4.jpg
TRAIN_03019,آهوان3.jpg,Has Arch,1,train,has_arch/آهوان3.jpg
TRAIN_03020,Shah_Abbasi_Caravanserai_of_Bisotun2021_20.jpg,Has Arch,1,train,has_arch/Shah_Abbasi_Caravanserai_of_Bisotun2021_20.jpg
TRAIN_03021,Ganjali_khan_Plaza.jpg,Has Arch,1,train,has_arch/Ganjali_khan_Plaza.jpg
TRAIN_03022,Qazvin_Bazaar_2020-04-07_06.jpg,No Arch,0,train,no_arch/Qazvin_Bazaar_2020-04-07_06.jpg
TRAIN_03023,Ruye_eyvan.jpg,No Arch,0,train,no_arch/Ruye_eyvan.jpg
TRAIN_03024,Mosque_of_marandiz_(cropped).jpg,Has Arch,1,train,has_arch/Mosque_of_marandiz_(cropped).jpg
TRAIN_03025,Ecbatana2024-07-30_30.jpg,Has Arch,1,train,has_arch/Ecbatana2024-07-30_30.jpg
TRAIN_03026,Screenshot (728).png,Has Arch,1,train,has_arch/Screenshot (728).png
TRAIN_03027,Screenshot (742).png,Has Arch,1,train,has_arch/Screenshot (742).png
TRAIN_03028,The_Tabātabāei_House_-_kashan_-_IRAN_خانه_طباطبایی_های_کاشان-_ایران_13.jpg,No Arch,0,train,no_arch/The_Tabātabāei_House_-_kashan_-_IRAN_خانه_طباطبایی_های_کاشان-_ایران_13.jpg
TRAIN_03029,مدرسه_جهارباغ_اصفهان-9.jpg,Has Arch,1,train,has_arch/مدرسه_جهارباغ_اصفهان-9.jpg
TRAIN_03030,Cheshmeh-Mansion-Lavasan-Amin-Ferdousi-CAOI---30433.jpg,No Arch,0,train,no_arch/Cheshmeh-Mansion-Lavasan-Amin-Ferdousi-CAOI---30433.jpg
TRAIN_03031,Bazare_ARAK_3.jpg,Has Arch,1,train,has_arch/Bazare_ARAK_3.jpg
TRAIN_03032,Kashikari_masjed_atigh.jpg,No Arch,0,train,no_arch/Kashikari_masjed_atigh.jpg
TRAIN_03033,Kazhe-Lounge-Qom-by-Shabahang-Architecture-Office---29810.jpg,No Arch,0,train,no_arch/Kazhe-Lounge-Qom-by-Shabahang-Architecture-Office---29810.jpg
TRAIN_03034,Nima_Yushij_House2022-11-12_5.jpg,No Arch,0,train,no_arch/Nima_Yushij_House2022-11-12_5.jpg
TRAIN_03035,Tomb_of_Emir_Ali_04.jpg,Has Arch,1,train,has_arch/Tomb_of_Emir_Ali_04.jpg
TRAIN_03036,Kharg_Island_in_2020_(10).jpg,No Arch,0,train,no_arch/Kharg_Island_in_2020_(10).jpg
TRAIN_03037,"Chahar-Bagh_School2,_16th_Cent,_Esfahan_-_03-30-2013.jpg",Has Arch,1,train,"has_arch/Chahar-Bagh_School2,_16th_Cent,_Esfahan_-_03-30-2013.jpg"
TRAIN_03038,3Gonbad_Urmia-Kheiri.Ali.jpg,No Arch,0,train,no_arch/3Gonbad_Urmia-Kheiri.Ali.jpg
TRAIN_03039,Shah_Abbasi_Caravanserai_of_Bisotun2021_7.jpg,Has Arch,1,train,has_arch/Shah_Abbasi_Caravanserai_of_Bisotun2021_7.jpg
TRAIN_03040,Bahram_Palace_11.jpg,Has Arch,1,train,has_arch/Bahram_Palace_11.jpg
TRAIN_03041,ورودی_و_جلوی_رباط_زرنوخ.jpg,Has Arch,1,train,has_arch/ورودی_و_جلوی_رباط_زرنوخ.jpg
TRAIN_03042,Chopan_ch.jpg,No Arch,0,train,no_arch/Chopan_ch.jpg
TRAIN_03043,بازار_سردار5.jpg,Has Arch,1,train,has_arch/بازار_سردار5.jpg
TRAIN_03044,Screenshot (730).png,Has Arch,1,train,has_arch/Screenshot (730).png
TRAIN_03045,20231115073419_IMG_7703.jpg,Has Arch,1,train,has_arch/20231115073419_IMG_7703.jpg
TRAIN_03046,Gonbad-e_Ali_03.jpg,No Arch,0,train,no_arch/Gonbad-e_Ali_03.jpg
TRAIN_03047,Mosques_in_Shiraz_09.jpg,Has Arch,1,train,has_arch/Mosques_in_Shiraz_09.jpg
TRAIN_03048,Caravansarai_Karaj.jpg,Has Arch,1,train,has_arch/Caravansarai_Karaj.jpg
TRAIN_03049,"Isfahán,_Mezquita_del_Shah_(2000)_18.jpg",Has Arch,1,train,"has_arch/Isfahán,_Mezquita_del_Shah_(2000)_18.jpg"
TRAIN_03050,Abbasi_House_خانه_عباسیان_کاشان_01.jpg,Has Arch,1,train,has_arch/Abbasi_House_خانه_عباسیان_کاشان_01.jpg
TRAIN_03051,مسجد_جامع_ورامین_2.jpg,No Arch,0,train,no_arch/مسجد_جامع_ورامین_2.jpg
TRAIN_03052,Abbāsi_House_-_1.jpg,Has Arch,1,train,has_arch/Abbāsi_House_-_1.jpg
TRAIN_03053,01_sharaghan_(22).jpg,No Arch,0,train,no_arch/01_sharaghan_(22).jpg
TRAIN_03054,Filsoufodole_school.jpg,Has Arch,1,train,has_arch/Filsoufodole_school.jpg
TRAIN_03055,Tomb_of_Sheikh_Shahabuddin_Ahari2024-03-21_12.jpg,No Arch,0,train,no_arch/Tomb_of_Sheikh_Shahabuddin_Ahari2024-03-21_12.jpg
TRAIN_03056,33_Pol_(1).jpg,Has Arch,1,train,has_arch/33_Pol_(1).jpg
TRAIN_03057,10کاروانسرای_چاله_سیاه.jpg,Has Arch,1,train,has_arch/10کاروانسرای_چاله_سیاه.jpg
TRAIN_03058,Tmp_24831-20140731_111716648631495.jpg,No Arch,0,train,no_arch/Tmp_24831-20140731_111716648631495.jpg
TRAIN_03059,Polidor_Cinema.png,No Arch,0,train,no_arch/Polidor_Cinema.png
TRAIN_03060,Iwan_(4012753633).jpg,Has Arch,1,train,has_arch/Iwan_(4012753633).jpg
TRAIN_03061,SHAABJAREH_OLD_CASTLE_01.jpg,No Arch,0,train,no_arch/SHAABJAREH_OLD_CASTLE_01.jpg
TRAIN_03062,امام_زاده_سید_ولی_در_مجموعه_بازار_تهران_1.jpg,No Arch,0,train,no_arch/امام_زاده_سید_ولی_در_مجموعه_بازار_تهران_1.jpg
TRAIN_03063,شاهزاده_ابراهیم_قم-emamzade_ebrahim_qom_01.jpg,No Arch,0,train,no_arch/شاهزاده_ابراهیم_قم-emamzade_ebrahim_qom_01.jpg
TRAIN_03064,Borje_B3.jpg,No Arch,0,train,no_arch/Borje_B3.jpg
TRAIN_03065,"The_Abbasi_House_is_a_large_traditional_historical_house_located_in_Kashan,_Isfahan_Province,_Iran._خانه_عباسیان_(عباسی_ها)_در_کاشان-_ایران_01.jpg",No Arch,0,train,"no_arch/The_Abbasi_House_is_a_large_traditional_historical_house_located_in_Kashan,_Isfahan_Province,_Iran._خانه_عباسیان_(عباسی_ها)_در_کاشان-_ایران_01.jpg"
TRAIN_03066,Abd_al-Razzaq_Kashani_House_2017-10-09_08.jpg,Has Arch,1,train,has_arch/Abd_al-Razzaq_Kashani_House_2017-10-09_08.jpg
TRAIN_03067,Mir-Gholam_Hashemi_Fort_03.jpg,No Arch,0,train,no_arch/Mir-Gholam_Hashemi_Fort_03.jpg
TRAIN_03068,Fatimah_Ma'sumah_Qom_23.jpg,No Arch,0,train,no_arch/Fatimah_Ma'sumah_Qom_23.jpg
TRAIN_03069,Dehnamak_Caravanserai_20190618_05.jpg,Has Arch,1,train,has_arch/Dehnamak_Caravanserai_20190618_05.jpg
TRAIN_03070,Kabood-gonbad21.jpg,Has Arch,1,train,has_arch/Kabood-gonbad21.jpg
TRAIN_03071,Cubic-Home-Amirdasht-Mazandaran-BOL-Architects--0242.jpg,No Arch,0,train,no_arch/Cubic-Home-Amirdasht-Mazandaran-BOL-Architects--0242.jpg
TRAIN_03072,Kouhan_Castle_2020-04-19_10.jpg,No Arch,0,train,no_arch/Kouhan_Castle_2020-04-19_10.jpg
TRAIN_03073,"Iran_2525_Yazd,_Iran_(8666745692).jpg",No Arch,0,train,"no_arch/Iran_2525_Yazd,_Iran_(8666745692).jpg"
TRAIN_03074,کاروان_سرای_گلو_سفته19.jpg,Has Arch,1,train,has_arch/کاروان_سرای_گلو_سفته19.jpg
TRAIN_03075,بازار_زیبای_خوی.jpg,Has Arch,1,train,has_arch/بازار_زیبای_خوی.jpg
TRAIN_03076,Aligholi_agha_2.jpg,Has Arch,1,train,has_arch/Aligholi_agha_2.jpg
TRAIN_03077,تالارنیلوفر-خانه_تاریخی_ملک-_بازار_بین_الحرمین_تهران.jpg,No Arch,0,train,no_arch/تالارنیلوفر-خانه_تاریخی_ملک-_بازار_بین_الحرمین_تهران.jpg
TRAIN_03078,Shah_mosque_tehran.jpg,No Arch,0,train,no_arch/Shah_mosque_tehran.jpg
TRAIN_03079,20180921_163452_HDR.jpg,Has Arch,1,train,has_arch/20180921_163452_HDR.jpg
TRAIN_03080,یکی_از_بادگیرهای_خانه_تاریخی_بنی_طبا.jpg,No Arch,0,train,no_arch/یکی_از_بادگیرهای_خانه_تاریخی_بنی_طبا.jpg
TRAIN_03081,سی_و_سه_33_پل.jpg,Has Arch,1,train,has_arch/سی_و_سه_33_پل.jpg
TRAIN_03082,Golpayegan.musqe.jpg,No Arch,0,train,no_arch/Golpayegan.musqe.jpg
TRAIN_03083,باغ_نگارستان12.jpg,No Arch,0,train,no_arch/باغ_نگارستان12.jpg
TRAIN_03084,Imamzadeh_Abdullah_Shushtar_Darafsh_(47).jpg,No Arch,0,train,no_arch/Imamzadeh_Abdullah_Shushtar_Darafsh_(47).jpg
TRAIN_03085,حسینیه_سفلی_ندوشن1.jpg,No Arch,0,train,no_arch/حسینیه_سفلی_ندوشن1.jpg
TRAIN_03086,Qizlar_Korpusi_(3).jpg,Has Arch,1,train,has_arch/Qizlar_Korpusi_(3).jpg
TRAIN_03087,Jame_Mosque_Haftshoyeh_2.jpg,Has Arch,1,train,has_arch/Jame_Mosque_Haftshoyeh_2.jpg
TRAIN_03088,Screenshot_20211106-111330_Hakim.jpg,Has Arch,1,train,has_arch/Screenshot_20211106-111330_Hakim.jpg
TRAIN_03089,مسجد_ملک_کرمان_۲۹.jpg,Has Arch,1,train,has_arch/مسجد_ملک_کرمان_۲۹.jpg
TRAIN_03090,گنبد_سبز_کرمان3.jpg,Has Arch,1,train,has_arch/گنبد_سبز_کرمان3.jpg
TRAIN_03091,Anjoman_hekmat_1.jpg,No Arch,0,train,no_arch/Anjoman_hekmat_1.jpg
TRAIN_03092,Shah_Abbasi_Caravanserai_of_Semnan_2018-10-17_22.jpg,Has Arch,1,train,has_arch/Shah_Abbasi_Caravanserai_of_Semnan_2018-10-17_22.jpg
TRAIN_03093,Imamzadeh_Morteza2024-06-18_13.jpg,No Arch,0,train,no_arch/Imamzadeh_Morteza2024-06-18_13.jpg
TRAIN_03094,Pərvin_Etisaminin_evi_(11).jpg,No Arch,0,train,no_arch/Pərvin_Etisaminin_evi_(11).jpg
TRAIN_03095,پل_دوازده_چشمه.jpg,Has Arch,1,train,has_arch/پل_دوازده_چشمه.jpg
TRAIN_03096,ورودی_ساختمان_اصلی_بیمارستان_پهلوی_(امام_خمینی_کنونی).jpg,No Arch,0,train,no_arch/ورودی_ساختمان_اصلی_بیمارستان_پهلوی_(امام_خمینی_کنونی).jpg
TRAIN_03097,Ghafarieh.jpg,No Arch,0,train,no_arch/Ghafarieh.jpg
TRAIN_03098,"Alexander's_Prison,_from_Wiki_Loves_Monuments_2019_in_Iran.jpg",Has Arch,1,train,"has_arch/Alexander's_Prison,_from_Wiki_Loves_Monuments_2019_in_Iran.jpg"
TRAIN_03099,تخت_فولاد85.jpg,No Arch,0,train,no_arch/تخت_فولاد85.jpg
TRAIN_03100,slide18.jpg,Has Arch,1,train,has_arch/slide18.jpg
TRAIN_03101,Iran-Mazandaran-Svadkooh-Shapour_Bridge_(5592449149).jpg,Has Arch,1,train,has_arch/Iran-Mazandaran-Svadkooh-Shapour_Bridge_(5592449149).jpg
TRAIN_03102,Sanandaj-Renovation-Center-by-Shiveh-Architecture-Studio---29903.jpg,No Arch,0,train,no_arch/Sanandaj-Renovation-Center-by-Shiveh-Architecture-Studio---29903.jpg
TRAIN_03103,بقعه_سید_فاضل_.طامه.نطنز.jpg,No Arch,0,train,no_arch/بقعه_سید_فاضل_.طامه.نطنز.jpg
TRAIN_03104,SHAABJAREH_OLD_CASTLE_02.jpg,No Arch,0,train,no_arch/SHAABJAREH_OLD_CASTLE_02.jpg
TRAIN_03105,ورودی_قلعه_دهشاد_شهریار.jpg,Has Arch,1,train,has_arch/ورودی_قلعه_دهشاد_شهریار.jpg
TRAIN_03106,میدان_گنجعلیخان-کرمان.jpg,Has Arch,1,train,has_arch/میدان_گنجعلیخان-کرمان.jpg
TRAIN_03107,Majlese_sena_1.jpg,No Arch,0,train,no_arch/Majlese_sena_1.jpg
TRAIN_03108,5مقبره_شیخ_ابوالحسن_خرقانی.jpg,Has Arch,1,train,has_arch/5مقبره_شیخ_ابوالحسن_خرقانی.jpg
TRAIN_03109,سرای_معین_التجار4.jpg,Has Arch,1,train,has_arch/سرای_معین_التجار4.jpg
TRAIN_03110,Forutqeh_Ab_Anbar2021-07-19_5.jpg,No Arch,0,train,no_arch/Forutqeh_Ab_Anbar2021-07-19_5.jpg
TRAIN_03111,باغ_دولت_آباد_یزد_04.jpg,No Arch,0,train,no_arch/باغ_دولت_آباد_یزد_04.jpg
TRAIN_03112,Qavam_House_باغ_نارنجستان_قوام_در_شیراز_06.jpg,No Arch,0,train,no_arch/Qavam_House_باغ_نارنجستان_قوام_در_شیراز_06.jpg
TRAIN_03113,Bogheye_12_imam_Yazd_by_Mahtab_Keshmiri.jpg,Has Arch,1,train,has_arch/Bogheye_12_imam_Yazd_by_Mahtab_Keshmiri.jpg
TRAIN_03114,سرای_گلشن2.jpg,Has Arch,1,train,has_arch/سرای_گلشن2.jpg
TRAIN_03115,Seh_Kohye_Castle2020_4.jpg,Has Arch,1,train,has_arch/Seh_Kohye_Castle2020_4.jpg
TRAIN_03116,مسجد_ملک_کرمان_۱.jpg,Has Arch,1,train,has_arch/مسجد_ملک_کرمان_۱.jpg
TRAIN_03117,"Agha_Bozorg_Mosque,_Kashan,_Iran.jpg",Has Arch,1,train,"has_arch/Agha_Bozorg_Mosque,_Kashan,_Iran.jpg"
TRAIN_03118,Ganjalikhan2.jpg,Has Arch,1,train,has_arch/Ganjalikhan2.jpg
TRAIN_03119,خانه_مددچی.jpg,Has Arch,1,train,has_arch/خانه_مددچی.jpg
TRAIN_03120,7دیر_گچین.jpg,Has Arch,1,train,has_arch/7دیر_گچین.jpg
TRAIN_03121,قلعه_علی_احمد_دماب.jpg,No Arch,0,train,no_arch/قلعه_علی_احمد_دماب.jpg
TRAIN_03122,امامزاده_جعفر_دامغان.jpg,No Arch,0,train,no_arch/امامزاده_جعفر_دامغان.jpg
TRAIN_03123,Atigh_Jame'_Mosque_1399021123141636520266904.jpg,Has Arch,1,train,has_arch/Atigh_Jame'_Mosque_1399021123141636520266904.jpg
TRAIN_03124,Ardestan-mosque-interior-3.jpg,Has Arch,1,train,has_arch/Ardestan-mosque-interior-3.jpg
TRAIN_03125,Ganjali_khan_bath_4_Duplicate_تصویر_اصلی.jpg,Has Arch,1,train,has_arch/Ganjali_khan_bath_4_Duplicate_تصویر_اصلی.jpg
TRAIN_03126,Khaj_rabi_2.jpg,Has Arch,1,train,has_arch/Khaj_rabi_2.jpg
TRAIN_03127,Shahrood-_bedasht-21.jpg,Has Arch,1,train,has_arch/Shahrood-_bedasht-21.jpg
TRAIN_03128,Pərvin_Etisaminin_evi_(13).jpg,No Arch,0,train,no_arch/Pərvin_Etisaminin_evi_(13).jpg
TRAIN_03129,Bazaar_-Tabriz.jpg,Has Arch,1,train,has_arch/Bazaar_-Tabriz.jpg
TRAIN_03130,DSC_0015_(1600x1200).jpg,Has Arch,1,train,has_arch/DSC_0015_(1600x1200).jpg
TRAIN_03131,"Ganjali_Khan_Bathhouse5,_built_between_1596-1621_Kerman_-_4-6-2013.jpg",Has Arch,1,train,"has_arch/Ganjali_Khan_Bathhouse5,_built_between_1596-1621_Kerman_-_4-6-2013.jpg"
TRAIN_03132,Grand_Timcheh_of_Qom2020-07-20_10.jpg,No Arch,0,train,no_arch/Grand_Timcheh_of_Qom2020-07-20_10.jpg
TRAIN_03133,"Jabalieh,_Kerman,_Irán,_2016-09-22,_DD_02_(cropped).jpg",No Arch,0,train,"no_arch/Jabalieh,_Kerman,_Irán,_2016-09-22,_DD_02_(cropped).jpg"
TRAIN_03134,"Khatoon_Abadi_Mausoleum,_Takht-e_Foulad-_تکیه_خاتون_آبادی_،_تخت_فولاد_اصفهان.jpg",Has Arch,1,train,"has_arch/Khatoon_Abadi_Mausoleum,_Takht-e_Foulad-_تکیه_خاتون_آبادی_،_تخت_فولاد_اصفهان.jpg"
TRAIN_03135,Irnt009-Isfahan-Meczet_Piątkowy.jpg,Has Arch,1,train,has_arch/Irnt009-Isfahan-Meczet_Piątkowy.jpg
TRAIN_03136,Khan_school_headquarters2.jpg,Has Arch,1,train,has_arch/Khan_school_headquarters2.jpg
TRAIN_03137,Meybod_Caravanserai2023-03-23_7.jpg,Has Arch,1,train,has_arch/Meybod_Caravanserai2023-03-23_7.jpg
TRAIN_03138,"Ardabil,_Iran_2013_(23)_(15025513495).jpg",Has Arch,1,train,"has_arch/Ardabil,_Iran_2013_(23)_(15025513495).jpg"
TRAIN_03139,25کاروانسرای_چاله_سیاه.jpg,No Arch,0,train,no_arch/25کاروانسرای_چاله_سیاه.jpg
TRAIN_03140,"Fatima_Masumeh_Shrine,_Qom_14.jpg",No Arch,0,train,"no_arch/Fatima_Masumeh_Shrine,_Qom_14.jpg"
TRAIN_03141,درب_عمارت_دماب.jpg,No Arch,0,train,no_arch/درب_عمارت_دماب.jpg
TRAIN_03142,Cehr_Bridge.jpg,Has Arch,1,train,has_arch/Cehr_Bridge.jpg
TRAIN_03143,City-Theater-of-Qazvin-CAOI---30113.jpg,No Arch,0,train,no_arch/City-Theater-of-Qazvin-CAOI---30113.jpg
TRAIN_03144,Shah_Mosque_Isfahan_Aarash_(75).jpg,Has Arch,1,train,has_arch/Shah_Mosque_Isfahan_Aarash_(75).jpg
TRAIN_03145,Deh-e_Mohammad_Caravanserai2023-09-26_13.jpg,Has Arch,1,train,has_arch/Deh-e_Mohammad_Caravanserai2023-09-26_13.jpg
TRAIN_03146,Titi_carvansary.jpg,Has Arch,1,train,has_arch/Titi_carvansary.jpg
TRAIN_03147,Fazeli_house_27.jpg,No Arch,0,train,no_arch/Fazeli_house_27.jpg
TRAIN_03148,Iranian-office-building-design-987-21.jpg,No Arch,0,train,no_arch/Iranian-office-building-design-987-21.jpg
TRAIN_03149,محراب_و_مقرنس.jpg,Has Arch,1,train,has_arch/محراب_و_مقرنس.jpg
TRAIN_03150,تیمچه_ملک_التجار_2.jpg,No Arch,0,train,no_arch/تیمچه_ملک_التجار_2.jpg
TRAIN_03151,1752336.jpg,Has Arch,1,train,has_arch/1752336.jpg
TRAIN_03152,Dehnamak_Caravanserai_2020-01-18_02.jpg,Has Arch,1,train,has_arch/Dehnamak_Caravanserai_2020-01-18_02.jpg
TRAIN_03153,Ariz_Ecocastle.jpg,No Arch,0,train,no_arch/Ariz_Ecocastle.jpg
TRAIN_03154,Deire_Gachin_Caravansarai_-_Sasanian_dating_-_Iran._Qom_Province_-_Dayr-e_Gachin_11.jpg,Has Arch,1,train,has_arch/Deire_Gachin_Caravansarai_-_Sasanian_dating_-_Iran._Qom_Province_-_Dayr-e_Gachin_11.jpg
TRAIN_03155,Wall_detail_of_Caravanserai_Sangi-Aliabad.jpg,No Arch,0,train,no_arch/Wall_detail_of_Caravanserai_Sangi-Aliabad.jpg
TRAIN_03156,بازار_قلعه_محمود4.jpg,Has Arch,1,train,has_arch/بازار_قلعه_محمود4.jpg
